id;codeTypePieceIdentite;DATE_OBTENTION;codePostal
904223;1;11/02/80;2074
178284;1;18/07/86;2000
1065499;1;19/03/86;1000
1219260;1;02/02/87;2040
360834;1;16/02/87;1006
403251;1;17/11/97;2080
255008;1;01/04/99;2046
1218028;1;02/04/99;1005
1314101;1;06/03/98;1002
888646;1;05/02/04;3042
209553;1;24/11/03;3000
919928;1;27/12/03;3027
382342;1;12/10/92;3002
87394;1;29/05/90;1002
158469;1;14/05/92;3062
1043742;1;24/02/87;2074
896981;1;25/02/87;1006
359934;1;24/07/00;2082
1084082;1;29/09/00;1001
1233630;1;21/08/00;2051
442197;1;14/12/96;2000
225039;1;02/03/13;3000
504396;1;07/05/98;0
35365;1;19/05/98;1092
305561;1;10/10/95;2000
912104;1;30/09/93;2009
1320084;1;31/05/97;1002
955482;1;13/02/90;2021
1308163;1;22/08/88;3067
1071292;1;27/06/92;2080
876181;1;08/07/92;2000
880891;1;21/07/92;2080
198890;1;18/07/92;1009
362893;1;25/01/91;1142
361731;1;11/10/91;2052
990249;1;20/04/12;3003
1319591;1;28/10/98;3000
1096949;1;19/06/98;3012
232303;1;02/04/99;3021
1295958;1;02/05/70;6001
884261;1;21/01/86;2037
1059946;1;16/01/80;1121
1081497;1;09/09/80;
505678;1;09/09/80;3000
478315;1;31/07/80;7000
874382;1;23/10/80;2083
1300075;1;08/05/89;1075
543346;1;05/09/89;2000
950298;1;24/11/88;2074
533634;1;14/01/81;2074
1085597;1;09/01/81;4170
948527;1;01/11/80;2011
245316;1;03/12/80;4110
1305204;1;17/03/81;3051
484430;1;28/07/80;2050
892072;1;06/12/84;1092
1017551;1;10/12/84;2037
865782;1;30/10/84;4011
48695;1;27/09/83;1316
358935;1;09/03/83;2011
314409;1;09/03/83;2073
158095;1;24/06/83;8050
1223586;1;14/05/84;8050
860634;1;06/04/84;2070
193278;1;13/06/84;2045
1314240;1;23/04/02;2125
1099059;1;01/09/79;2028
407369;1;01/09/79;2051
474272;1;05/04/79;3000
1099805;1;29/12/79;2036
891171;1;01/07/86;2036
1225615;1;11/07/86;2000
900676;1;04/10/85;2040
30004;1;11/07/86;4030
917368;1;10/09/05;2070
424540;1;15/05/06;8090
1015724;1;07/05/01;2011
1007878;1;03/04/09;1000
353421;1;24/01/09;1164
1099034;1;10/12/80;2060
464704;1;10/12/80;1002
1216218;1;11/12/80;2040
977014;1;17/06/80;4002
30843;1;29/10/80;3000
1301646;1;04/05/82;2080
1302647;1;24/04/82;2013
429772;1;24/12/81;8170
313265;1;20/11/79;2045
890994;1;19/12/79;3003
1005973;1;13/09/79;2016
1232777;1;28/12/79;1002
68856;1;09/02/76;2000
1078967;1;24/05/88;1004
1036065;1;27/10/77;4070
1001771;1;29/03/78;1001
888140;1;14/12/77;5070
147789;1;28/03/78;2000
947449;1;07/01/77;1091
505969;1;19/08/86;1001
1309679;1;29/08/86;2000
206732;1;20/09/85;2042
975140;1;20/09/85;1009
1102905;1;06/02/86;1001
43228;1;15/11/85;0
313086;1;16/11/85;1053
634806;1;27/06/86;1164
918195;1;01/02/86;1055
421342;1;28/11/07;7050
498048;1;22/12/08;2070
1368132;1;16/01/02;3000
1015498;1;29/12/87;1055
1064320;1;31/12/86;2090
310016;1;28/11/86;2078
1018415;1;27/09/13;1095
396901;1;21/10/13;2000
228877;1;09/02/13;3000
482239;1;11/03/13;3000
369406;1;14/04/12;2074
441697;1;23/04/14;2066
267815;1;30/03/15;2080
1089177;1;21/08/12;2015
239021;1;02/04/12;3000
86619;1;06/01/16;3001
520387;1;05/06/10;3021
1331452;1;08/02/10;3002
57834;1;31/05/10;3000
1165550;1;18/06/11;2015
1103050;1;12/05/09;2080
1029897;1;04/11/85;2115
957373;1;02/04/11;1055
1087342;1;26/10/05;3060
1038464;1;25/05/05;3000
357716;1;13/11/86;1145
83692;1;07/03/87;1013
1011194;1;10/09/05;3021
56789;1;26/08/04;
1093848;1;16/09/04;3000
5711;1;03/12/97;3070
1289195;1;05/01/98;3013
1103822;1;16/02/96;3000
183731;1;03/09/97;3000
230106;1;08/06/98;3000
1085093;1;15/06/09;3002
1338234;1;18/07/09;3040
1225438;1;01/07/95;1002
54246;1;22/03/03;
422201;1;10/10/83;1002
881042;1;27/04/83;2089
1702965;2;04/01/89;2037
865910;1;15/01/02;2056
547809;1;20/12/01;2082
1098400;1;22/07/98;2080
428661;1;06/02/99;3002
852581;1;30/01/02;3000
441629;1;10/08/12;1009
539392;1;25/01/12;2035
513013;1;26/07/13;3000
1045672;1;02/08/08;1000
438808;1;29/03/08;2021
1310099;1;31/10/07;2000
935416;1;12/05/06;3000
1378158;1;13/07/15;3000
35241;1;26/02/87;3000
226187;1;28/10/97;3002
1329206;1;07/09/99;3041
914500;1;19/09/85;3011
1219235;1;20/04/93;2050
993291;1;13/11/92;1009
876773;1;29/12/93;2000
1031835;1;18/01/93;2015
378371;1;22/04/93;2013
1003224;1;07/05/93;2013
1364000;1;20/09/07;3011
1082622;1;06/08/07;3021
1086403;1;11/10/07;3000
882860;1;10/04/85;3052
908175;1;11/04/85;3000
472981;1;07/10/14;2016
76771;1;30/10/14;2000
154570;1;09/08/97;2000
1224457;1;09/08/97;2013
1225254;1;01/11/97;2058
32104;1;16/05/95;1095
890294;1;10/03/99;2042
401972;1;08/08/86;2017
1052170;1;28/10/97;3018
1046540;1;29/10/92;2037
909911;1;14/04/06;3021
863340;1;26/06/97;1145
545627;1;27/11/97;2075
1296518;1;08/11/94;1069
895006;1;21/02/98;3000
1104077;1;28/10/95;3000
865935;1;31/01/91;2037
410046;1;13/05/03;3000
971460;1;26/03/11;1095
966293;1;21/05/15;1009
471975;1;23/04/93;0
504375;1;04/11/93;3000
251277;1;16/11/93;3041
994433;1;02/06/01;3080
412652;1;23/05/01;3013
518991;1;10/04/01;3000
1237325;1;20/09/97;
437000;1;21/12/84;2094
68008;1;03/04/85;2033
398457;1;08/10/04;8024
984053;1;03/12/04;1005
57740;1;02/11/04;2080
1024934;1;10/03/05;2078
71583;1;24/10/94;3041
236838;1;22/10/94;3041
1421345;1;16/03/01;1000
1005907;1;08/05/01;2097
280123;1;26/10/01;1001
387274;1;30/11/88;3000
214383;1;13/05/10;2083
55885;1;10/06/10;
181872;1;25/10/97;3000
149104;1;26/06/02;3060
426278;1;25/10/94;6140
30625;1;24/04/95;2021
902222;3;15/02/95;2034
1219477;1;20/04/90;2040
1079535;1;24/07/85;1004
979543;1;19/12/60;2037
962890;1;07/06/85;2091
1294826;1;26/07/85;5016
334005;1;13/11/82;1082
864631;1;02/08/82;2080
904159;1;04/05/83;2037
171335;1;14/01/80;8050
438070;1;22/10/85;2080
442650;1;15/04/86;2094
825916;1;06/11/85;2021
1291662;1;14/10/85;2013
1083482;1;10/04/86;1006
1070397;1;30/05/05;3000
359823;1;20/08/07;2011
518687;1;08/11/08;2230
517279;1;04/07/73;4070
981450;1;31/05/74;2036
898370;1;22/08/74;2062
372233;1;13/09/72;3000
1057136;1;17/03/81;1006
983347;1;30/04/81;1001
34596;1;03/02/81;2070
538146;1;28/12/78;2083
1219533;1;13/04/78;1013
352846;1;22/06/74;8100
1051549;1;17/08/72;2024
979761;1;30/11/81;1013
212749;1;13/11/78;4070
1097844;1;26/11/81;1082
938028;1;28/11/81;8100
398583;1;27/10/81;7000
1003420;1;03/11/81;5160
313805;1;01/12/81;2016
1219673;1;30/11/81;1005
434440;1;24/03/89;2063
1050144;1;29/03/89;8000
1336128;1;01/11/89;2083
277751;1;31/10/89;1110
546078;1;21/04/88;1000
383286;1;12/10/88;1001
1231177;1;24/03/89;1053
123585;1;08/08/80;3011
146550;1;06/12/82;2052
1367230;1;14/12/82;1240
31544;1;25/11/82;1124
418866;1;20/10/84;1193
445173;1;29/11/84;1142
1326422;1;12/04/02;1064
1032076;1;02/10/01;2035
578872;1;03/07/74;8115
158969;1;08/12/73;2036
943669;1;08/07/74;2045
1082244;1;26/03/76;2036
358756;1;20/04/74;2062
43214;1;13/10/88;1000
865502;1;31/08/87;2037
467661;1;31/07/89;8024
74978;1;28/07/89;2046
290735;1;30/03/87;2080
1103577;1;26/03/83;
904363;1;29/04/00;2078
243751;1;15/04/97;2036
893194;1;30/10/96;2074
1097766;1;30/03/99;2016
991899;1;01/04/78;2000
420176;1;15/11/85;2063
285697;1;16/11/85;2013
204169;1;22/02/86;8030
240456;1;05/02/86;2052
957920;1;02/03/09;2083
862520;1;25/12/09;2097
355789;1;28/01/99;3000
1094008;1;26/01/02;3000
909881;1;17/01/02;3054
374473;1;22/06/99;3011
1304106;1;23/03/87;2083
528660;1;09/05/12;3060
1037200;1;27/08/12;3041
224230;1;27/11/91;8050
1232444;1;23/05/90;3042
1036937;1;11/05/92;3036
520281;1;22/04/92;3000
225675;1;25/10/90;3000
1084484;1;06/04/99;
256065;1;03/08/12;3042
64415;1;10/02/83;1001
1085451;1;16/05/15;3011
211941;1;17/06/10;3000
257134;1;03/03/10;3051
396718;1;31/05/10;3000
1099111;1;09/05/11;1002
245098;1;08/09/10;2000
350721;1;19/08/11;2056
751131;1;05/08/05;3000
70475;1;16/08/04;2046
257747;1;17/05/05;3052
307466;1;07/03/87;5000
488698;1;11/07/87;1000
178905;1;10/07/92;2097
1318624;1;07/05/92;2010
204485;1;27/12/90;1000
910868;1;18/11/86;2080
1102569;1;07/12/05;3039
255490;1;30/04/98;1004
942811;1;04/03/83;2000
54437;1;05/04/89;2073
875197;1;18/03/91;2098
1296084;1;19/03/91;2000
1317871;1;19/03/91;2025
1037714;1;13/03/02;1009
236799;1;22/04/02;1002
249167;1;16/02/00;2036
917093;1;17/02/00;1006
70280;1;15/05/02;1073
1364136;1;04/11/98;1068
1300109;1;02/04/92;2080
30037;1;11/12/85;3052
234633;1;19/04/99;3000
1416723;1;27/10/86;3013
412691;1;24/11/86;3000
206658;1;24/07/84;2070
315753;1;12/05/72;4021
897099;1;24/05/72;4070
1000701;1;18/05/72;8052
1092542;1;15/05/72;7000
32806;1;16/05/72;3000
486100;1;29/01/04;2052
1007412;1;12/10/04;1095
915902;1;09/06/05;2085
881126;1;12/03/82;1009
30061;1;12/11/81;8100
897988;1;28/07/80;2073
171192;1;18/11/80;5120
998593;1;16/01/74;1003
424167;1;16/01/74;1053
159425;1;28/01/75;8020
980723;1;08/02/02;1003
70761;1;04/02/02;2094
1296004;1;30/04/75;3000
468864;1;04/12/89;2042
1060510;1;21/04/89;3000
220817;1;07/10/76;1155
63971;1;17/12/77;2070
886889;1;03/10/57;2080
1019156;1;03/06/81;2037
59617;1;26/05/77;5012
248492;1;06/07/82;2073
882171;1;26/02/79;3100
1094777;1;05/01/71;3000
1023522;1;22/06/71;1008
30886;1;29/10/68;2086
1105104;1;01/02/71;2031
277957;1;17/05/99;2062
1376027;1;07/05/99;2010
974176;1;17/05/99;1009
978302;1;18/03/74;3000
1213443;1;11/01/88;4010
526275;1;05/08/80;6140
1330209;1;16/06/78;7050
200035;1;09/04/79;4000
1284431;1;19/06/80;2040
400700;1;04/01/80;2000
177487;1;25/09/79;8020
892948;1;14/09/79;3093
30479;1;28/05/80;2000
944572;1;06/02/80;4031
73361;1;18/07/86;1009
481788;1;19/03/86;2050
944679;1;08/10/86;2073
538969;1;28/05/97;2010
134968;2;30/03/04;3000
187866;1;16/02/04;3040
1232428;1;08/12/03;3000
248804;1;13/04/15;3061
960312;1;19/04/14;3083
1165263;1;23/10/92;3061
1325825;1;15/05/92;3002
1007732;1;04/12/91;3002
1097411;1;08/05/91;3000
430308;1;20/05/91;3000
84926;1;12/11/90;2092
35193;1;19/10/92;3000
876147;1;03/09/92;2040
64083;1;01/09/92;2016
950183;1;24/06/92;2092
880523;1;22/12/92;2040
1227984;1;17/12/10;1000
895518;1;10/10/95;8013
391217;1;01/02/99;3000
344120;1;19/07/99;3000
383869;1;28/05/99;
341932;1;29/06/99;0
1046077;1;19/03/15;3000
884530;1;20/10/82;2080
181167;1;13/10/99;0
32597;1;08/09/86;3000
507555;1;31/03/86;3000
261548;1;25/06/93;
66112;1;24/10/92;2092
1000589;1;18/01/93;2009
994669;1;21/04/93;2036
35545;1;03/08/98;1009
43183;1;03/08/98;2010
797898;1;16/02/00;2085
472811;1;29/01/99;1002
518801;1;30/10/98;7023
55546;1;10/11/98;2010
247613;1;24/06/99;2089
1216709;1;10/04/92;2070
28921;1;15/08/92;2000
400215;1;20/08/92;2010
761642;1;19/12/85;3000
483007;1;04/07/87;3000
1302560;1;21/10/86;3001
189330;1;25/11/86;3002
162707;1;05/05/86;3000
381990;1;21/12/85;3000
84096;1;22/10/84;3000
544209;1;31/10/84;3000
181120;1;31/08/84;2083
35407;1;04/07/84;2066
991475;1;06/08/74;8064
896048;1;05/01/73;4001
980729;1;25/03/74;2013
534671;1;31/05/05;2000
518210;1;25/11/04;1095
173837;1;11/11/81;6000
144788;1;28/10/80;2045
1016060;1;09/03/02;2037
1036092;1;12/03/02;2051
883929;1;10/04/81;7050
882179;1;26/01/90;2074
161414;1;09/02/89;2000
1417943;1;19/12/88;4070
867241;1;23/05/72;8000
1027013;1;02/09/82;1000
70887;1;17/09/79;2070
898870;1;15/07/78;2080
423285;1;22/02/70;2083
378698;1;23/05/70;2036
883564;1;09/02/71;5100
545146;1;28/01/71;2074
308000;1;29/01/71;2091
1382458;1;02/07/99;NULL
34374;1;11/05/99;1110
441262;1;08/02/99;2013
31872;1;27/02/99;2010
980270;1;15/05/99;2063
646672;1;25/09/86;2010
72967;1;07/03/86;4170
875543;1;24/09/81;2083
898343;1;10/07/86;0000
977274;1;24/08/83;8000
1020055;1;25/08/83;8070
496200;1;03/03/87;8013
1007122;1;01/09/83;8090
873187;1;18/10/84;8090
1164987;1;29/05/14;3000
109373;1;17/06/80;6180
881667;1;19/06/80;2070
1005970;1;23/06/80;2083
944730;1;14/09/79;1100
146103;1;27/09/79;2037
351447;1;04/07/80;3002
975755;1;14/07/80;8000
31200;1;27/05/80;2042
906394;1;22/02/80;1074
1031732;1;12/01/80;2050
48925;1;26/05/80;1095
1110375;1;01/04/80;1100
894367;1;11/02/80;4002
302995;1;21/07/80;2021
320867;1;21/07/86;1004
359507;1;14/10/86;2010
332282;1;22/03/86;1013
472724;1;20/09/95;2070
942693;1;25/11/97;2074
866976;1;23/03/99;2010
905740;1;02/09/97;1009
182337;1;25/12/87;2092
1096157;1;16/02/04;3000
848147;1;06/10/03;3000
935704;1;06/10/03;3000
993670;1;18/03/04;3000
164419;1;13/03/14;3000
1223868;1;27/10/90;3002
1288745;1;30/05/91;3011
1303735;1;21/06/91;3000
952457;1;16/04/11;2089
1011597;1;04/05/11;2076
332919;1;28/02/91;1001
247739;1;30/12/99;8020
1002237;1;20/05/97;8040
72468;1;04/06/96;8060
517258;1;17/03/99;3000
263278;1;18/03/99;3041
1104334;1;29/06/99;
485434;1;26/01/13;1009
195459;1;24/05/14;2072
254371;1;14/09/07;2070
444210;1;27/06/06;3000
205154;1;07/02/06;3011
69506;1;31/12/82;8020
1077392;1;03/03/83;8080
476255;1;19/10/89;3000
1041600;1;22/10/97;3000
1092865;1;27/09/99;
152880;1;28/12/93;2051
522228;1;29/10/92;2094
690179;1;01/03/93;2017
1371845;1;26/01/93;
45286;1;22/12/93;2010
220535;1;12/02/05;3000
239046;1;08/02/05;2046
184747;1;24/03/12;3000
1026815;1;09/06/81;5014
429800;1;21/08/81;1003
1063823;1;09/02/81;3052
148169;1;16/02/81;2046
1070851;1;27/11/80;3042
850459;1;07/09/81;2037
259988;1;07/02/06;2016
1019602;1;19/04/05;7150
391705;1;27/08/05;2096
341458;1;23/06/01;2062
180815;1;27/11/01;2042
1314310;1;07/03/97;1008
887577;1;21/05/73;4000
1016399;1;02/04/79;2037
1220129;1;07/07/79;1001
877770;1;23/11/63;4051
174489;1;13/05/75;2000
164189;1;10/01/77;8080
158280;1;06/05/75;9000
1335349;1;28/04/61;4000
409710;1;13/03/52;5000
344766;1;27/12/77;2040
903003;1;22/12/80;1009
210834;1;11/10/89;2037
1006981;1;22/11/06;8090
1097407;1;07/04/06;3054
1026448;1;03/05/06;3000
1101068;1;23/03/07;
998522;1;23/03/01;2092
245698;1;01/11/01;2082
893436;1;31/10/01;2000
350574;1;13/09/01;2042
166924;1;11/02/91;3002
94581;1;31/08/91;3031
889547;1;11/01/91;3021
1080325;1;23/07/94;3000
1046608;1;16/04/15;3000
482677;1;06/05/15;1005
956732;1;24/01/14;2066
1362971;1;04/09/14;2074
944768;1;09/07/96;3002
405448;1;01/04/06;3021
27717;1;10/07/96;3000
249622;1;29/09/95;6010
875625;1;22/08/97;2015
360565;1;05/11/94;1000
1329999;1;14/08/95;2051
66835;1;30/03/94;1009
1220001;1;23/09/97;2062
30071;1;26/06/97;2021
1027010;1;10/11/94;2017
1100518;1;02/05/02;3011
358703;1;16/10/90;1005
32923;1;29/10/90;2013
30607;1;06/03/85;1009
386507;1;12/11/84;8070
31030;1;13/02/04;9010
530847;1;28/02/04;2013
385356;1;14/04/05;2070
251066;1;06/12/04;2016
53841;1;21/10/04;2000
913398;1;11/10/04;2042
1233864;1;28/03/86;2045
895974;1;14/04/92;2094
1300064;1;11/09/95;3002
979356;1;12/06/96;3000
1304539;1;14/06/96;3052
145474;1;06/07/96;3003
319538;1;25/10/01;2009
1016002;1;27/03/01;2083
309324;1;24/10/01;2096
1265789;1;06/09/01;1082
215833;1;08/05/01;2094
472708;1;22/03/88;3000
1037207;1;04/04/89;3001
392025;1;10/12/94;3000
1308265;1;28/12/02;3038
70547;1;29/11/02;3000
1048698;1;22/09/95;2062
56382;1;12/06/97;1005
34792;1;17/06/97;2041
1044056;1;17/06/97;2041
1384327;1;21/01/91;
69143;1;06/03/84;1110
1022129;1;06/04/83;2066
1303730;1;21/06/83;2050
84124;1;13/04/83;2097
491188;1;05/05/83;1000
54002;1;30/03/02;2070
1095411;1;21/01/99;1000
1300055;1;31/07/98;1006
283597;1;09/02/99;2052
899210;1;06/04/92;2000
73038;1;07/05/86;3070
464805;1;13/12/85;3022
34778;1;21/01/85;2010
311084;1;05/06/73;5000
901038;1;10/11/73;2037
444021;1;14/11/73;1009
1080696;1;18/02/06;2036
185157;1;05/11/04;2070
1095426;1;14/05/05;1005
511841;1;19/10/04;1000
30834;1;02/07/81;3000
256553;1;30/07/81;3013
142859;1;29/09/81;3000
1301713;1;25/10/80;2097
33976;1;12/08/74;1000
882974;1;01/04/75;3000
308042;1;08/01/94;2036
891031;1;26/08/80;2000
896454;1;20/01/90;2080
30345;1;21/08/87;7000
67024;1;06/06/89;2014
885991;1;13/12/88;1009
257388;1;02/07/79;3084
1044919;1;09/06/81;2058
307316;1;09/07/73;2078
902818;1;01/02/71;2097
30398;1;30/11/66;2030
1000422;1;19/05/69;1073
465998;1;17/05/99;2041
1051355;1;23/08/99;2062
49345;1;24/02/99;8021
172271;1;25/08/99;1080
446873;1;07/03/86;2021
887043;1;06/09/80;4070
993856;1;15/04/80;8060
330157;1;07/06/84;3100
1100502;1;12/06/80;1000
71132;1;21/06/80;2062
1216852;1;22/10/79;2050
306763;1;21/06/80;2015
227550;1;09/07/80;3012
1237004;1;16/07/80;
473175;1;02/09/80;2050
1165506;1;05/02/80;8000
192066;1;03/07/80;4200
245343;1;15/03/86;2001
368431;1;09/10/86;2071
222567;1;13/03/86;4000
505047;1;19/03/86;2050
907306;1;08/10/86;2080
962586;1;07/10/86;2080
1095503;1;19/02/87;2037
879473;1;04/06/97;2086
57303;1;20/09/95;2042
1212619;1;20/09/95;2074
188136;1;25/02/98;2010
1422526;1;25/06/14;3000
989360;1;27/03/15;3011
45294;1;11/05/91;3000
216148;1;01/06/91;3000
1068792;1;07/06/11;2070
966317;1;03/11/10;1053
974494;1;26/06/92;1001
1293771;1;09/11/91;2000
42840;1;12/12/92;2042
1289459;1;31/12/99;8080
1096814;1;25/06/99;3000
42609;1;20/12/93;1130
382256;1;30/06/93;2033
1293393;1;09/02/93;2063
1066629;1;21/12/93;1064
542350;1;19/11/07;2080
487401;1;14/02/05;3021
432684;1;12/03/07;3089
938270;1;22/02/07;3041
1300865;1;26/03/12;3022
391543;1;18/09/86;3000
156243;1;14/03/14;2046
380309;1;16/12/98;2010
375062;1;13/11/97;1068
175605;1;15/08/97;2010
544792;1;21/04/81;5080
961543;1;25/06/81;7033
54465;1;18/02/81;2075
1230051;1;25/12/80;3200
1318042;1;23/12/80;3000
1382620;1;15/06/06;2000
445436;1;29/08/05;2062
296655;1;30/12/05;2074
1083724;1;10/05/05;2010
1029874;1;05/03/14;1055
1303687;1;22/01/71;3062
884154;1;14/11/80;1091
891021;1;12/03/75;3003
810021;1;07/05/76;1142
1079722;1;19/01/76;1004
368097;1;06/06/81;6010
896575;1;20/10/79;5025
154513;1;06/02/82;3003
1222004;1;22/12/80;5180
907643;1;06/08/80;2089
1231282;1;28/08/80;2016
145095;1;06/03/92;3031
1382926;1;24/08/76;4000
251263;1;09/07/80;2100
1046656;1;30/10/06;1009
451436;1;21/12/04;2097
864404;1;03/08/06;1091
1298609;1;01/04/06;2021
442780;1;24/03/84;1002
538897;1;09/01/84;3000
370242;1;16/01/84;1095
998550;1;31/10/83;2015
992337;1;31/10/83;2037
278350;1;22/03/84;1095
250685;1;19/05/84;2060
441865;1;22/05/84;2076
77341;1;21/05/08;2080
248891;1;17/02/09;2080
1300323;1;19/06/85;3001
1092039;1;09/05/85;2009
381895;1;14/10/83;2078
1419282;1;18/08/88;2052
410242;1;16/01/02;4041
247831;1;10/10/02;2000
28706;1;04/09/99;2074
1015614;1;15/05/72;2015
450521;1;15/02/79;7030
1082410;1;01/09/80;2037
1018579;1;31/12/81;8110
349032;1;15/02/00;1042
76638;1;18/10/14;2036
1098229;1;30/09/03;2010
951722;1;13/07/04;1006
1375731;1;10/12/12;
363355;1;29/10/11;3000
1308318;1;12/11/13;2051
1000376;1;07/07/93;2036
1098158;1;10/11/83;3000
1096619;1;30/09/00;3000
1096789;1;27/03/01;3022
1098988;1;13/07/01;3000
179496;1;16/04/90;1004
529038;1;07/03/90;8013
1001104;1;27/08/90;1000
1016814;1;04/09/90;1005
175970;1;04/07/96;2070
1056370;1;05/07/96;1001
42555;1;28/08/00;2022
980408;1;22/06/00;1068
402136;1;10/01/07;3010
912286;1;11/07/06;3011
382423;1;11/04/87;
1296145;1;07/02/86;2092
398276;1;03/06/87;2000
908195;1;14/08/87;1002
969859;1;22/02/11;3011
1065774;1;13/03/12;3023
32882;1;11/12/84;3029
512404;1;28/03/84;3000
1045030;1;12/06/91;8016
1050487;1;26/05/08;3042
951625;1;30/04/07;3011
209444;1;22/04/02;3000
1001474;1;23/02/99;2080
110783;1;23/10/97;3000
970641;1;15/01/02;3036
1093864;1;24/10/97;3000
1287026;1;25/10/97;3000
1310541;1;28/06/07;3000
382840;1;29/12/07;3000
341331;1;25/12/89;2040
523669;1;27/12/89;2090
35438;1;28/03/90;1095
1011259;1;11/10/06;3000
1051888;1;25/12/09;3070
782034;1;08/04/08;3000
1330045;1;25/10/08;3064
126860;1;22/04/08;3010
534859;1;26/02/09;3027
306965;1;05/10/84;2062
900405;1;26/11/84;1007
627776;1;29/05/85;3100
962682;1;14/10/85;3052
931433;1;23/10/85;2040
373268;1;12/11/79;2090
1415896;1;09/12/80;4000
979413;1;04/11/80;2041
1303257;1;14/11/80;3002
1302453;1;25/12/80;4011
1301450;1;29/08/80;2009
356712;1;30/08/80;1045
174496;1;01/10/74;1053
30131;1;06/06/74;2080
256192;1;04/10/74;3093
1002704;1;10/09/75;6000
887420;1;03/01/76;3000
320605;1;11/12/74;4071
1386601;1;30/03/76;4000
1082173;1;15/01/75;
148099;1;10/09/85;2045
909787;1;20/01/82;4070
1227895;1;12/05/82;1164
232461;1;19/05/82;2083
137751;1;22/12/80;5115
416179;1;13/07/81;1095
505773;1;19/08/93;0
1313011;1;19/08/93;3000
427877;1;06/09/93;3001
1041601;1;22/02/93;3000
164824;1;23/02/93;3000
444806;1;13/12/77;2021
432202;1;20/07/78;2013
1286382;1;19/10/06;1005
390933;1;01/09/04;2123
1097876;1;29/04/05;2000
892299;1;31/10/05;1091
161089;1;14/01/84;2094
1083449;1;14/01/84;2016
892065;1;27/03/84;2074
893162;1;02/02/74;2016
427389;1;16/07/79;3000
1071925;1;05/09/07;2070
85563;1;27/08/07;2045
33486;1;27/03/81;4000
209898;1;11/05/85;2100
74484;1;18/07/85;1000
942285;1;26/11/85;3000
898528;1;01/09/87;8100
497985;1;24/01/02;2074
252301;1;01/06/99;2010
34639;1;12/07/99;2080
1017560;1;06/09/99;2036
1224321;1;24/01/79;2083
1052338;1;15/02/14;1000
750860;1;18/12/15;1145
141470;1;14/11/03;2034
1041680;1;29/04/04;1000
207120;1;16/04/12;3000
955742;1;02/06/14;2084
954175;1;17/04/13;2066
941887;1;06/12/13;1142
1299842;1;07/10/94;2045
1212424;1;12/10/94;2000
1103068;1;25/01/94;
33748;1;27/01/94;2080
307553;1;12/11/93;2062
385048;1;13/10/94;2063
32080;1;27/10/93;2050
890795;1;06/08/93;2015
307062;1;29/09/92;2037
264056;1;29/05/84;
1093533;1;12/07/01;3000
1095816;1;17/10/00;3083
1105739;1;18/07/01;
163352;1;26/06/90;8110
284939;1;29/08/90;2092
1068807;1;09/09/96;1057
135441;1;09/06/00;2036
360844;1;29/04/00;2000
49149;1;07/03/01;2052
1298947;1;09/07/96;4051
894425;1;03/05/00;2033
293124;1;08/11/06;3000
176927;1;18/12/06;3002
31337;1;17/12/86;2030
496653;1;19/12/11;3060
363578;1;28/05/11;3000
901473;1;27/07/84;8011
505728;1;16/08/82;1000
978244;1;15/01/85;3011
297337;1;24/06/83;3000
1089501;1;08/11/00;3022
1051853;1;21/10/86;2050
1417707;1;08/02/86;2048
45161;1;02/12/91;1135
1376748;1;21/11/91;4110
1064924;1;04/01/03;3039
488741;1;25/10/97;3052
250556;1;29/10/14;8170
1030528;1;13/02/14;1145
183164;1;11/03/13;2090
1012496;1;17/04/06;1000
974879;1;28/12/06;2016
1330427;1;18/12/96;3021
449535;1;22/12/82;2097
45061;1;29/09/82;2080
1065614;1;23/11/82;2050
1040120;1;30/07/77;1002
63713;1;04/11/77;2046
1077927;1;31/01/79;1000
1067406;1;13/03/85;2066
918045;1;24/07/85;2063
1213318;1;26/02/81;8011
169353;1;27/02/81;2092
300905;1;11/01/82;7029
976318;1;31/07/81;5115
419402;1;22/10/77;3100
970370;1;05/04/78;8160
421065;1;06/04/79;1004
913489;1;12/09/88;2000
217985;1;07/10/87;3030
1007735;1;13/09/88;3000
883869;1;01/02/79;5000
248973;1;13/09/78;3011
959764;1;12/03/79;2072
73767;1;06/03/79;2015
871522;1;30/01/79;2016
26863;1;08/06/81;6020
1099310;1;08/11/02;1069
271990;1;26/11/02;2091
42984;1;19/03/96;2021
943809;1;10/09/84;2064
945213;1;02/10/84;2082
55018;1;22/01/85;2021
1311450;1;26/09/06;1008
1010078;1;09/02/07;2098
1233164;1;24/08/06;2120
1026685;1;14/09/06;2066
166191;1;17/04/06;2040
166644;1;03/06/71;2092
1102808;1;19/11/68;2070
202132;1;23/04/70;1145
1014783;1;24/01/68;9040
1095774;1;30/03/79;3018
953790;1;14/08/79;4234
308224;1;02/12/78;3000
994250;1;29/05/78;5100
248217;1;10/04/79;8000
333854;1;12/01/79;8010
1305035;1;23/04/79;2021
1015491;1;21/04/79;2037
91595;1;13/09/77;4060
210661;1;01/03/03;2082
378085;1;06/07/02;1001
877010;1;15/01/96;2073
380690;1;28/06/00;1054
1231225;1;17/09/03;2042
406242;1;10/06/04;2040
1400199;1;22/06/04;2092
956974;1;15/06/13;3000
1007038;1;27/06/84;8090
1055808;1;09/12/85;8064
452012;1;24/03/83;8000
392753;1;11/04/12;2070
985655;1;16/04/12;1055
